"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
33506866,2,"Zhilei","Shan","Z","Department of Nutrition and Food Hygiene, Hubei Key Laboratory of Food Nutrition and Safety, Tongji Medical College, Hua Zhong University of Science and Technology, People's Republic of China."
33506866,3,"Xiaoli","Liu","X","Department of Disinfection and Pest Control, Wuhan Centers for Disease Prevention and Control, Wuhan, Hubei, People's Republic of China."
33506866,4,"Xiaomin","Chen","X","Department of Disinfection and Pest Control, Wuhan Centers for Disease Prevention and Control, Wuhan, Hubei, People's Republic of China."
33506866,5,"Cheng","Luo","C","Department of Nutrition and Food Hygiene, Hubei Key Laboratory of Food Nutrition and Safety, Tongji Medical College, Hua Zhong University of Science and Technology, People's Republic of China."
33506866,6,"Liangkai","Chen","L","Department of Nutrition and Food Hygiene, Hubei Key Laboratory of Food Nutrition and Safety, Tongji Medical College, Hua Zhong University of Science and Technology, People's Republic of China."
33506866,7,"Yimei","Wang","Y","Department of Disinfection and Pest Control, Wuhan Centers for Disease Prevention and Control, Wuhan, Hubei, People's Republic of China."
33506866,8,"Lin","Gong","L","Department of Disinfection and Pest Control, Wuhan Centers for Disease Prevention and Control, Wuhan, Hubei, People's Republic of China."
33506866,9,"Liegang","Liu","L","Department of Nutrition and Food Hygiene, Hubei Key Laboratory of Food Nutrition and Safety, Tongji Medical College, Hua Zhong University of Science and Technology, People's Republic of China."
33506866,10,"Jiansheng","Liang","J","Department of Disinfection and Pest Control, Wuhan Centers for Disease Prevention and Control, Wuhan, Hubei, People's Republic of China."
33507590,1,"Rongxue","Zhang","R","Center of Reproductive Medicine, Huai'an Maternity and Child Health Care Center, Huai'an, China."
33507590,2,"Yanghua","Zuo","Y","Center of Reproductive Medicine, Huai'an Maternity and Child Health Care Center, Huai'an, China."
33507590,3,"Senyang","Cao","S","Center of Reproductive Medicine, Huai'an Maternity and Child Health Care Center, Huai'an, China."
33548761,1,"Sandra","Caramujo-Balseiro","S","Institute of Anatomical and Molecular Pathology, Faculty of Medicine - University of Coimbra, Coimbra, Portugal; Department of Life Sciences - University of Coimbra, Coimbra, Portugal. Electronic address: sandrabalseiro@ipn.pt."
33548761,2,"Carlos","Faro","C","Department of Life Sciences - University of Coimbra, Coimbra, Portugal; UC Biotech, Cantanhede, Portugal."
33548761,3,"Lina","Carvalho","L","Institute of Anatomical and Molecular Pathology, Faculty of Medicine - University of Coimbra, Coimbra, Portugal."
33574979,1,"Djurdja","Jerotic","D","Institute of Medical and Clinical Biochemistry, Faculty of Medicine, University of Belgrade, 11000 Belgrade, Serbia."
33574979,2,"Sonja","Suvakov","S","Institute of Medical and Clinical Biochemistry, Faculty of Medicine, University of Belgrade, 11000 Belgrade, Serbia."
33574979,3,"Marija","Matic","M","Institute of Medical and Clinical Biochemistry, Faculty of Medicine, University of Belgrade, 11000 Belgrade, Serbia."
33574979,4,"Abdelrahim","Alqudah","A","Department of Clinical Pharmacy and Pharmacy Practice, Faculty of Pharmaceutical Sciences, The Hashemite University, P.O. Box 330127 Zarqa 13133, Jordan."
33574979,5,"David J","Grieve","DJ","The Wellcome-Wolfson Institute for Experimental Medicine, School of Medicine, Dentistry and Biomedical Sciences, Queen's University Belfast, Belfast, UK."
33574979,6,"Marija","Pljesa-Ercegovac","M","Institute of Medical and Clinical Biochemistry, Faculty of Medicine, University of Belgrade, 11000 Belgrade, Serbia."
33574979,7,"Ana","Savic-Radojevic","A","Institute of Medical and Clinical Biochemistry, Faculty of Medicine, University of Belgrade, 11000 Belgrade, Serbia."
33574979,8,"Tatjana","Damjanovic","T","Clinical Department for Renal Diseases, Zvezdara University Medical Center, 11000 Belgrade, Serbia."
33574979,9,"Nada","Dimkovic","N","Faculty of Medicine, University of Belgrade, 11000 Belgrade, Serbia."
33574979,10,"Lana","McClements","L","The Wellcome-Wolfson Institute for Experimental Medicine, School of Medicine, Dentistry and Biomedical Sciences, Queen's University Belfast, Belfast, UK."
33574979,11,"Tatjana","Simic","T","Institute of Medical and Clinical Biochemistry, Faculty of Medicine, University of Belgrade, 11000 Belgrade, Serbia."
33709282,1,"Kezia Aguiar","Delmond","KA","Department of Genetics, Laboratory of Molecular Genetics and Cytogenetics, Institute of Biological Sciences, Federal University of Goiás, Avenida Esperança, s/n, Campus Samambaia (Campus II), Cx. Postal 131, Goiânia, Goiás, 74690-900, Brazil."
33709282,2,"Hugo","Delleon","H","Department of Genetics, Laboratory of Molecular Genetics and Cytogenetics, Institute of Biological Sciences, Federal University of Goiás, Avenida Esperança, s/n, Campus Samambaia (Campus II), Cx. Postal 131, Goiânia, Goiás, 74690-900, Brazil."
33709282,3,"Rebeca Mota","Goveia","RM","Department of Genetics, Laboratory of Molecular Genetics and Cytogenetics, Institute of Biological Sciences, Federal University of Goiás, Avenida Esperança, s/n, Campus Samambaia (Campus II), Cx. Postal 131, Goiânia, Goiás, 74690-900, Brazil."
33709282,4,"Thallita Monteiro","Teixeira","TM","Department of Genetics, Laboratory of Molecular Genetics and Cytogenetics, Institute of Biological Sciences, Federal University of Goiás, Avenida Esperança, s/n, Campus Samambaia (Campus II), Cx. Postal 131, Goiânia, Goiás, 74690-900, Brazil."
33709282,5,"Davi Carvalho","Abreu","DC","Department of Genetics, Laboratory of Molecular Genetics and Cytogenetics, Institute of Biological Sciences, Federal University of Goiás, Avenida Esperança, s/n, Campus Samambaia (Campus II), Cx. Postal 131, Goiânia, Goiás, 74690-900, Brazil."
33709282,6,"Francyelli","Mello-Andrade","F","Department of Genetics, Laboratory of Molecular Genetics and Cytogenetics, Institute of Biological Sciences, Federal University of Goiás, Avenida Esperança, s/n, Campus Samambaia (Campus II), Cx. Postal 131, Goiânia, Goiás, 74690-900, Brazil."
33709282,7,"Angela Adamski da Silva","Reis","AADS","Department of Biochemistry and Molecular Biology, Institute of Biological Sciences, Federal University of Goiás, Goiânia, Goiás, 74690-900, Brazil."
33709282,8,"Daniela de Melo E","Silva","DME","Department of Genetics, Institute of Biological Sciences, Federal University of Goiás, Goiânia, Goiás, 74690-900, Brazil."
33709282,9,"Adriana do Prado","Barbosa","ADP","Clinical Hospital, Federal University of Goiás-UFG, Goiânia, GO, 74605-020, Brazil."
33709282,10,"Renato Sampaio","Tavares","RS","Clinical Hospital, Federal University of Goiás-UFG, Goiânia, GO, 74605-020, Brazil."
33709282,11,"Carlos Eduardo","Anunciação","CE","Department of Biochemistry and Molecular Biology, Institute of Biological Sciences, Federal University of Goiás, Goiânia, Goiás, 74690-900, Brazil."
33709282,12,"Elisângela","Silveira-Lacerda","E","Department of Genetics, Laboratory of Molecular Genetics and Cytogenetics, Institute of Biological Sciences, Federal University of Goiás, Avenida Esperança, s/n, Campus Samambaia (Campus II), Cx. Postal 131, Goiânia, Goiás, 74690-900, Brazil. elacerda@ufg.br."
33714802,1,"Yao","Zhu","Y","Food Quality and Sensory Science Department, Teagasc Ashtown Food Research Centre, Ashtown, D15KN3K Dublin 15, Ireland; School of Food and Nutritional Sciences, University College Cork, Cork T12 K8AF, Ireland. Electronic address: yao.zhu@teagasc.ie."
33714802,2,"Mohammed","Gagaoua","M","Food Quality and Sensory Science Department, Teagasc Ashtown Food Research Centre, Ashtown, D15KN3K Dublin 15, Ireland. Electronic address: mohammed.gagaoua@teagasc.ie."
33714802,3,"Anne Maria","Mullen","AM","Food Quality and Sensory Science Department, Teagasc Ashtown Food Research Centre, Ashtown, D15KN3K Dublin 15, Ireland. Electronic address: AnneMaria.mullen@teagasc.ie."
33714802,4,"Didier","Viala","D","Metabolomic and Proteomic Exploration Facility (PFEM), INRAE, F-63122 Saint-Genès-Champanelle, France. Electronic address: didier.viala@inrae.ie."
33714802,5,"Dilip K","Rai","DK","Department of Food BioSciences, Teagasc Food Research Centre Ashtown, Dublin D15KN3K, Ireland. Electronic address: Dilip.Rai@teagasc.ie."
33714802,6,"Alan L","Kelly","AL","School of Food and Nutritional Sciences, University College Cork, Cork T12 K8AF, Ireland. Electronic address: a.kelly@ucc.ie."
33714802,7,"David","Sheehan","D","Department of Chemistry, Khalifa University, Abu Dhabi, PO Box 127788, United Arab Emirates. Electronic address: david.sheehan@ku.ac.ae."
33714802,8,"Ruth M","Hamill","RM","Food Quality and Sensory Science Department, Teagasc Ashtown Food Research Centre, Ashtown, D15KN3K Dublin 15, Ireland. Electronic address: ruth.hamill@teagasc.ie."
33867339,1,"-","Zakiullah","-","Department of Pharmacy, University of Peshawar, Peshawar, Pakistan."
33867339,2,"Muhammad","Saeed","M","Department of Pharmacy, University of Peshawar, Peshawar, Pakistan."
33867339,3,"Muhammad","Ovais","M","Department of Biotechnology Quaid-i-Azam University, Islamabad, Pakistan."
33867339,4,"Fazli","Khuda","F","Department of Pharmacy, University of Peshawar, Peshawar, Pakistan."
33867339,5,"Nabila","Javed","N","Institute of Radiotherapy & Nuclear medicine, Peshawar, Pakistan."
33867339,6,"Sajid","Ali","S","Department of Biotechnology, Abdul Wali Khan, University Mardan, Pakistan."
33867339,7,"Muhammad","Khisroon","M","Department of Zoology, University of Peshawar, Peshawar, Pakistan."
33871746,1,"Muneeb","Tahir","M","Environmental Health Laboratory, Department of Environmental Sciences, Quaid-I-Azam University, Islamabad, Pakistan."
33871746,2,"Muhammad Yasir Abdur","Rehman","MYA","Environmental Health Laboratory, Department of Environmental Sciences, Quaid-I-Azam University, Islamabad, Pakistan."
33871746,3,"Riffat Naseem","Malik","RN","Environmental Health Laboratory, Department of Environmental Sciences, Quaid-I-Azam University, Islamabad, Pakistan. r_n_malik@qau.edu.pk."
33934228,1,"Anthea","Mawick","A","Institute of Legal Medicine, University Hospital of Münster, Röntgenstr. 23, 48149, Münster, Germany."
33934228,2,"Heidi","Pfeiffer","H","Institute of Legal Medicine, University Hospital of Münster, Röntgenstr. 23, 48149, Münster, Germany."
33934228,3,"Marielle","Vennemann","M","Institute of Legal Medicine, University Hospital of Münster, Röntgenstr. 23, 48149, Münster, Germany. marielle.vennemann@ukmuenster.de."
33972602,1,"Urminder","Singh","U","Bioinformatics and Computational Biology Program, Iowa State University, Ames, IA, 50011, USA."
33972602,2,"Kyle M","Hernandez","KM","Department of Medicine, University of Chicago, Chicago, IL, 60637, USA."
33972602,3,"Bruce J","Aronow","BJ","Biomedical Informatics, Cincinnati Children's Hospital Medical Center, Cincinnati, OH, 45229, USA."
33972602,4,"Eve Syrkin","Wurtele","ES","Bioinformatics and Computational Biology Program, Iowa State University, Ames, IA, 50011, USA. mash@iastate.edu."
33990973,1,"Mohammad","Abbas","M","Department of Personalized and Molecular Medicine, Era University, Lucknow, Uttar Pradesh, India."
33990973,2,"Sushma","Verma","S","Department of Personalized and Molecular Medicine, Era University, Lucknow, Uttar Pradesh, India."
33990973,3,"Shrikant","Verma","S","Department of Personalized and Molecular Medicine, Era University, Lucknow, Uttar Pradesh, India."
33990973,4,"Sahabjada","Siddiqui","S","Department of Biochemistry, Eras Lucknow Medical College and Hospital, Era University, Lucknow, Uttar Pradesh, India."
33990973,5,"Faizan H","Khan","FH","Discipline of Pathology, Lambe Institute for Translational Research, School of Medicine, National University of Ireland Galway, Galway, Ireland."
33990973,6,"Syed T","Raza","ST","Department of Biochemistry, Eras Lucknow Medical College and Hospital, Era University, Lucknow, Uttar Pradesh, India."
33990973,7,"Zeba","Siddiqi","Z","Department of Medicine, Eras Lucknow Medical College and Hospital, Era University, Lucknow, Uttar Pradesh, India."
33990973,8,"Ale","Eba","A","Department of Biochemistry, Eras Lucknow Medical College and Hospital, Era University, Lucknow, Uttar Pradesh, India."
33990973,9,"Farzana","Mahdi","F","Department of Personalized and Molecular Medicine, Era University, Lucknow, Uttar Pradesh, India."
34003050,1,"Maja","Zivkovic","M","Department of Radiobiology and Molecular Genetics, ""Vinca"" Institute of Nuclear Sciences - National Institute of the Republic of Serbia, University of Belgrade, Belgrade, Serbia."
34003050,2,"Maja","Bubic","M","Department of Radiobiology and Molecular Genetics, ""Vinca"" Institute of Nuclear Sciences - National Institute of the Republic of Serbia, University of Belgrade, Belgrade, Serbia."
34003050,3,"Ana","Kolakovic","A","Department of Radiobiology and Molecular Genetics, ""Vinca"" Institute of Nuclear Sciences - National Institute of the Republic of Serbia, University of Belgrade, Belgrade, Serbia."
34003050,4,"Milica","Dekleva","M","Department of Cardiology, University Clinical Center ""Zvezdara"", Belgrade, Serbia."
34003050,5,"Goran","Stankovic","G","Faculty of Medicine, University of Belgrade, Belgrade, Serbia."
34003050,6,"Aleksandra","Stankovic","A","Department of Radiobiology and Molecular Genetics, ""Vinca"" Institute of Nuclear Sciences - National Institute of the Republic of Serbia, University of Belgrade, Belgrade, Serbia."
34003050,7,"Tamara","Djuric","T","Department of Radiobiology and Molecular Genetics, ""Vinca"" Institute of Nuclear Sciences - National Institute of the Republic of Serbia, University of Belgrade, Belgrade, Serbia."
34006906,1,"Federica","Ghelli","F","Department of Public Health and Pediatrics, University of Turin, Via Santena 5 bis, 10126, Turin, Italy."
34006906,2,"Enrico","Cocchi","E","Department of Public Health and Pediatrics, University of Turin, Via Santena 5 bis, 10126, Turin, Italy."
34006906,3,"Martina","Buglisi","M","Department of Public Health and Pediatrics, University of Turin, Via Santena 5 bis, 10126, Turin, Italy."
34006906,4,"Giulia","Squillacioti","G","Department of Public Health and Pediatrics, University of Turin, Via Santena 5 bis, 10126, Turin, Italy."
34006906,5,"Valeria","Bellisario","V","Department of Public Health and Pediatrics, University of Turin, Via Santena 5 bis, 10126, Turin, Italy."
34006906,6,"Roberto","Bono","R","Department of Public Health and Pediatrics, University of Turin, Via Santena 5 bis, 10126, Turin, Italy. roberto.bono@unito.it."
34006906,7,"Alfredo","Santovito","A","Department of Life Sciences and Systems Biology, University of Turin, Via Accademia Albertina 13, 10123, Turin, Italy."
34052967,1,"Sahar E M","El-Deek","SEM","Medical Biochemistry Department, Faculty of Medicine, Assiut University, Assiut, Egypt. aaasahar123@yahoo.com."
34052967,2,"Soad M","Abdel-Ghany","SM","Medical Biochemistry Department, Faculty of Medicine, Assiut University, Assiut, Egypt."
34052967,3,"Randa S","Hana","RS","Medical Biochemistry Department, Faculty of Medicine, Assiut University, Assiut, Egypt."
34052967,4,"Aliaa A R","Mohamed","AAR","Chest Department, Faculty of Medicine, Assiut University, Assiut, Egypt."
34052967,5,"Naglaa T","El-Melegy","NT","Medical Biochemistry Department, Faculty of Medicine, Assiut University, Assiut, Egypt."
34052967,6,"Ayat A","Sayed","AA","Medical Biochemistry Department, Faculty of Medicine, Assiut University, Assiut, Egypt."
34096444,1,"Stéphanie Piacenti","Dos Santos","SP","Molecular Biology Department: Genetics and Molecular Biology Research Unit-UPGEM, Faculty of Medicine of São José do Rio Preto - FAMERP, São Jose do Rio Preto, Brazil."
34096444,2,"Sabrina Sayuri","Morissugui","SS","Molecular Biology Department: Genetics and Molecular Biology Research Unit-UPGEM, Faculty of Medicine of São José do Rio Preto - FAMERP, São Jose do Rio Preto, Brazil."
34096444,3,"Ana Paula D'Alarme","Gimenez Martins","APD","Molecular Biology Department: Genetics and Molecular Biology Research Unit-UPGEM, Faculty of Medicine of São José do Rio Preto - FAMERP, São Jose do Rio Preto, Brazil."
34096444,4,"Glaucia Maria de Mendonça","Fernandes","GMM","Molecular Biology Department: Genetics and Molecular Biology Research Unit-UPGEM, Faculty of Medicine of São José do Rio Preto - FAMERP, São Jose do Rio Preto, Brazil."
34096444,5,"Anelise","Russo","A","Molecular Biology Department: Genetics and Molecular Biology Research Unit-UPGEM, Faculty of Medicine of São José do Rio Preto - FAMERP, São Jose do Rio Preto, Brazil."
34096444,6,"Ana Lívia Silva","Galbiatti-Dias","ALS","Molecular Biology Department: Genetics and Molecular Biology Research Unit-UPGEM, Faculty of Medicine of São José do Rio Preto - FAMERP, São Jose do Rio Preto, Brazil."
34096444,7,"Márcia Maria Urbanin","Castanhole-Nunes","MMU","Molecular Biology Department: Genetics and Molecular Biology Research Unit-UPGEM, Faculty of Medicine of São José do Rio Preto - FAMERP, São Jose do Rio Preto, Brazil."
34096444,8,"José Luis Esteves","Francisco","JLE","Gynecology and Obstetrics Department, Faculty of São José do Rio Preto - FAMERP, São José do Rio Preto, Brazil."
34096444,9,"Érika Cristina","Pavarino","ÉC","Molecular Biology Department: Genetics and Molecular Biology Research Unit-UPGEM, Faculty of Medicine of São José do Rio Preto - FAMERP, São Jose do Rio Preto, Brazil."
34096444,10,"Eny Maria","Goloni-Bertollo","EM","Molecular Biology Department: Genetics and Molecular Biology Research Unit-UPGEM, Faculty of Medicine of São José do Rio Preto - FAMERP, São Jose do Rio Preto, Brazil."
34190143,1,"Wen-Ping","Zhang","WP","Department of Cardiothoracic Surgery, Heping Hospital Affiliated to Changzhi Medical College."
34190143,2,"Chen","Yang","C","Teaching Reform Class of 2016 of the First Clinical College, Changzhi Medical College, Shanxi, Changzhi City."
34190143,3,"Ling-Jun","Xu","LJ","Department of Pain Management, the First Affiliated Hospital, Jinan University, Guangzhou City."
34190143,4,"Wei","Wang","W","Beijing Zhendong Guangming Pharmaceutical Research Institute Co Ltd, Beijing City."
34190143,5,"Liang","Song","L","Endoscopy Room."
34190143,6,"Xiao-Feng","He","XF","Department of Science and Education, Heping Hospital Affiliated to Changzhi Medical College, Shanxi, Changzhi City, PR China."
34193266,1,"Herman Karim","Sombié","HK","Laboratory of Molecular Biology and Genetics (LABIOGENE), UFR/SVT, University Joseph Ki-Zerbo, 03 P.O. Box 7021, Ouagadougou 03, Burkina Faso."
34193266,2,"Daméhan","Tchelougou","D","Laboratory of Molecular Biology and Genetics (LABIOGENE), UFR/SVT, University Joseph Ki-Zerbo, 03 P.O. Box 7021, Ouagadougou 03, Burkina Faso."
34193266,3,"Abdoul Karim","Ouattara","AK","Laboratory of Molecular Biology and Genetics (LABIOGENE), UFR/SVT, University Joseph Ki-Zerbo, 03 P.O. Box 7021, Ouagadougou 03, Burkina Faso. ak.ouattara02@gmail.com."
34193266,4,"Jonas Koudougou","Kologo","JK","Saint Camille Hospital of Ouagadougou (HOSCO), 01 P.O. Box 444, Ouagadougou 01, Burkina Faso."
34193266,5,"Pegdwendé Abel","Sorgho","PA","Laboratory of Molecular Biology and Genetics (LABIOGENE), UFR/SVT, University Joseph Ki-Zerbo, 03 P.O. Box 7021, Ouagadougou 03, Burkina Faso."
34193266,6,"Dogfunianalo","Somda","D","Laboratory of Molecular Biology and Genetics (LABIOGENE), UFR/SVT, University Joseph Ki-Zerbo, 03 P.O. Box 7021, Ouagadougou 03, Burkina Faso."
34193266,7,"Sakinata","Yaméogo","S","Laboratory of Molecular Biology and Genetics (LABIOGENE), UFR/SVT, University Joseph Ki-Zerbo, 03 P.O. Box 7021, Ouagadougou 03, Burkina Faso."
34193266,8,"Arsène Wendpagnangdé","Zongo","AW","Laboratory of Molecular Biology and Genetics (LABIOGENE), UFR/SVT, University Joseph Ki-Zerbo, 03 P.O. Box 7021, Ouagadougou 03, Burkina Faso."
34193266,9,"Isabelle Touwendpoulimdé","Kiendrebeogo","IT","Laboratory of Molecular Biology and Genetics (LABIOGENE), UFR/SVT, University Joseph Ki-Zerbo, 03 P.O. Box 7021, Ouagadougou 03, Burkina Faso."
34193266,10,"Enagnon Tiémoko Herman Donald","Adoko","ETHD","University Hospital Center-Yalgado Ouédraogo (CHUYO), 01 P.O. Box 676, Ouagadougou, Burkina Faso."
34193266,11,"Albert Théophane","Yonli","AT","Laboratory of Molecular Biology and Genetics (LABIOGENE), UFR/SVT, University Joseph Ki-Zerbo, 03 P.O. Box 7021, Ouagadougou 03, Burkina Faso."
34193266,12,"Florencia Wendkuuni","Djigma","FW","Laboratory of Molecular Biology and Genetics (LABIOGENE), UFR/SVT, University Joseph Ki-Zerbo, 03 P.O. Box 7021, Ouagadougou 03, Burkina Faso."
34193266,13,"Patrice","Zabsonré","P","University Hospital Center-Yalgado Ouédraogo (CHUYO), 01 P.O. Box 676, Ouagadougou, Burkina Faso."
34193266,14,"Hassanata","Millogo","H","University Hospital Center-Yalgado Ouédraogo (CHUYO), 01 P.O. Box 676, Ouagadougou, Burkina Faso."
34193266,15,"Jacques","Simporé","J","Laboratory of Molecular Biology and Genetics (LABIOGENE), UFR/SVT, University Joseph Ki-Zerbo, 03 P.O. Box 7021, Ouagadougou 03, Burkina Faso."
34272429,1,"Debmalya","Sengupta","D","Department of Genetics, University of Calcutta, 35, Ballygunge Circular Road, Kolkata, 700019, India."
34272429,2,"Souradeep","Banerjee","S","Department of Genetics, University of Calcutta, 35, Ballygunge Circular Road, Kolkata, 700019, India."
34272429,3,"Pramiti","Mukhopadhyay","P","Greehey Children's Cancer Research Institute, UT Health San Antonio, 8403 Floyd Curl Dr., San Antonio, TX-78229, USA."
34272429,4,"Ritabrata","Mitra","R","Department of CHEST, IPGME&R, 244 A.J.C. Bose Road, Kolkata, 700020, India."
34272429,5,"Tamohan","Chaudhuri","T","Saroj Gupta Cancer Centre and Research Institute, Mahatma Gandhi Road, Thakurpukur, Kolkata, 700063, India."
34272429,6,"Abhijit","Sarkar","A","Saroj Gupta Cancer Centre and Research Institute, Mahatma Gandhi Road, Thakurpukur, Kolkata, 700063, India."
34272429,7,"Gautam","Bhattacharjee","G","Saroj Gupta Cancer Centre and Research Institute, Mahatma Gandhi Road, Thakurpukur, Kolkata, 700063, India."
34272429,8,"Somsubhra","Nath","S","Saroj Gupta Cancer Centre and Research Institute, Mahatma Gandhi Road, Thakurpukur, Kolkata, 700063, India."
34272429,9,"Susanta","Roychoudhury","S","CSIR-Indian Institute of Chemical Biology, 4, Raja S.C. Mullick Road, Kolkata, 700032, India."
34272429,10,"Samsiddhi","Bhattacharjee","S","National Institute of Biomedical Genomics, Near Netaji Subhas Sanatorium Post Office, Kalyani, West Bengal, 741251, India. sb1@nibmg.ac.in."
34272429,11,"Mainak","Sengupta","M","Department of Genetics, University of Calcutta, 35, Ballygunge Circular Road, Kolkata, 700019, India. sengupta.mainak@gmail.com."
34375184,1,"Muhammad Bello","Usman","MB","Department of Life Sciences, School of Basic Sciences and Research, Sharda University, KP-III, Greater Noida, 201310, U.P., India."
34375184,2,"Kanu","Priya","K","Department of Life Sciences, School of Basic Sciences and Research, Sharda University, KP-III, Greater Noida, 201310, U.P., India."
34375184,3,"Soumya","Pandit","S","Department of Life Sciences, School of Basic Sciences and Research, Sharda University, KP-III, Greater Noida, 201310, U.P., India."
34375184,4,"Piyush Kumar","Gupta","PK","Department of Life Sciences, School of Basic Sciences and Research, Sharda University, KP-III, Greater Noida, 201310, U.P., India."
34384077,1,"Hai-Bo","Zhang","HB","Department of Gynaecology, Hebei Medical University, Fourth Hospital, Shijiazhuang, China."
34384077,2,"Yan","Li","Y","Department of Molecular Biology, Hebei Medical University, Fourth Hospital, Shijiazhuang, China."
34384077,3,"Jian-Lei","Wu","JL","Department of Gynaecology, Hebei Medical University, Fourth Hospital, Shijiazhuang, China."
34384077,4,"Jian","Zhao","J","Department of Gynaecology, First Hospital of Shijiazhuang, Shijiazhuang, China."
34384077,5,"Yun-Jie","Tian","YJ","Department of Gynaecology, Hebei Medical University, Fourth Hospital, Shijiazhuang, China."
34384077,6,"Shan","Kang","S","Department of Gynaecology, Hebei Medical University, Fourth Hospital, Shijiazhuang, China."
34387803,1,"Ana Paula Reolon","Bortolli","APR","Department of Health Sciences, Programa de Pós-graduação em Ciências Aplicadas à Saúde - PPGCAS, Universidade Estadual do Oeste do Paraná, PR-182 Km 02, Bairro Água Branca, Francisco Beltrão, Paraná, Brazil."
34387803,2,"Valquíria Kulig","Vieira","VK","Department of Health Sciences, Programa de Pós-graduação em Ciências Aplicadas à Saúde - PPGCAS, Universidade Estadual do Oeste do Paraná, PR-182 Km 02, Bairro Água Branca, Francisco Beltrão, Paraná, Brazil."
34387803,3,"Emi Elaine","Stefanski","EE","Centro Universitário de Pato Branco, UNIDEP, Pato Branco, Paraná, Brazil."
34387803,4,"Angela Khetly","Lazarotto","AK","Department of Health Sciences, Programa de Pós-graduação em Ciências Aplicadas à Saúde - PPGCAS, Universidade Estadual do Oeste do Paraná, PR-182 Km 02, Bairro Água Branca, Francisco Beltrão, Paraná, Brazil."
34387803,5,"Léia Carolina","Lucio","LC","Department of Health Sciences, Programa de Pós-graduação em Ciências Aplicadas à Saúde - PPGCAS, Universidade Estadual do Oeste do Paraná, PR-182 Km 02, Bairro Água Branca, Francisco Beltrão, Paraná, Brazil. leiacarol@gmail.com."
34452561,1,"Shiirevnyamba","Avirmed","S","Division of Urology, School of Medicine, Mongolian National University of Medical Sciences, Ulaanbaatar, Mongolia."
34452561,2,"Yerkhanat","Khuanbai","Y","Division of Urology, School of Medicine, Mongolian National University of Medical Sciences, Ulaanbaatar, Mongolia."
34452561,3,"Amarsaikhan","Sanjaajamts","A","Division of Urology, School of Medicine, Mongolian National University of Medical Sciences, Ulaanbaatar, Mongolia."
34452561,4,"Baasansuren","Selenge","B","Center of Urology and Andrology, First Central Hospital of Mongolia, Ulaanbaatar, Mongolia."
34452561,5,"Bayan-Undur","Dagvadorj","BU","Center of Urology and Andrology, First Central Hospital of Mongolia, Ulaanbaatar, Mongolia."
34452561,6,"Makoto","Ohashi","M","Institute of Arts and Sciences, Tokushima University, Japan."
34453679,1,"Yared Beyene","Yohannes","YB","Laboratory of Toxicology, Department of Environmental Veterinary Sciences, Faculty of Veterinary Medicine, Hokkaido University, Kita 18 Nishi 9, Kita-Ku, Sapporo, 060-0818, Japan."
34453679,2,"Shouta M M","Nakayama","SMM","Laboratory of Toxicology, Department of Environmental Veterinary Sciences, Faculty of Veterinary Medicine, Hokkaido University, Kita 18 Nishi 9, Kita-Ku, Sapporo, 060-0818, Japan. shouta-nakayama@vetmed.hokudai.ac.jp."
34453679,3,"John","Yabe","J","School of Veterinary Medicine, The University of Zambia, P.O. Box 32379, Lusaka, Zambia."
34453679,4,"Haruya","Toyomaki","H","Laboratory of Toxicology, Department of Environmental Veterinary Sciences, Faculty of Veterinary Medicine, Hokkaido University, Kita 18 Nishi 9, Kita-Ku, Sapporo, 060-0818, Japan."
34453679,5,"Andrew","Kataba","A","Laboratory of Toxicology, Department of Environmental Veterinary Sciences, Faculty of Veterinary Medicine, Hokkaido University, Kita 18 Nishi 9, Kita-Ku, Sapporo, 060-0818, Japan."
34453679,6,"Hokuto","Nakata","H","Laboratory of Toxicology, Department of Environmental Veterinary Sciences, Faculty of Veterinary Medicine, Hokkaido University, Kita 18 Nishi 9, Kita-Ku, Sapporo, 060-0818, Japan."
34453679,7,"Kaampwe","Muzandu","K","School of Veterinary Medicine, The University of Zambia, P.O. Box 32379, Lusaka, Zambia."
34453679,8,"Yoshinori","Ikenaka","Y","Laboratory of Toxicology, Department of Environmental Veterinary Sciences, Faculty of Veterinary Medicine, Hokkaido University, Kita 18 Nishi 9, Kita-Ku, Sapporo, 060-0818, Japan."
34453679,9,"Kennedy","Choongo","K","School of Veterinary Medicine, The University of Zambia, P.O. Box 32379, Lusaka, Zambia."
34453679,10,"Mayumi","Ishizuka","M","Laboratory of Toxicology, Department of Environmental Veterinary Sciences, Faculty of Veterinary Medicine, Hokkaido University, Kita 18 Nishi 9, Kita-Ku, Sapporo, 060-0818, Japan. ishizum@vetmed.hokudai.ac.jp."
34454376,1,"Mariana G","Lecourtois-Amézquita","MG","Programa de Doctorado en Ciencias de la Salud, Universidad Veracruzana, Luis Castelazo S/N. Xalapa, Veracruz, 91190, Mexico; Instituto de Investigaciones Biológicas, Universidad Veracruzana, Luis Castelazo S/N. Xalapa, Veracruz, 91190, Mexico."
34454376,2,"Betzaida","Cuevas-Córdoba","B","Instituto de Investigaciones Biológicas, Universidad Veracruzana, Luis Castelazo S/N. Xalapa, Veracruz, 91190, Mexico."
